restraunt_name,location,contact,dining_ratings,delivery_ratings,menu_name,menu_description,menu_price,menu_rating
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Double Egg Burger,N/A,100.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Chicken Burger,N/A,110.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Jumbo Chicken Burger,N/A,140.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Garlic Noodles,N/A,234.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Special Chicken Noodles,N/A,247.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Mixed Veg Fried Rice,N/A,260.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Mushroom Fried Rice,N/A,260.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Paneer Fried Rice,N/A,260.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Egg Fried Rice,N/A,195.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Fried Rice,N/A,247.0,4.3
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chef Special Chicken Fried Rice,N/A,273.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Fries with Plain + Tandoori Mayo,N/A,150.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Fries with Thousand Island Mayo+Sweet Onion Sauce,N/A,155.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Fries with Chipotle South West Mayo+Sweet Onion Sauce,N/A,165.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Cheese Fries,N/A,160.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Cheese Fries with Olives,N/A,170.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Fries with Masala Corn,N/A,170.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Veg Pasta,N/A,135.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Cheese Pasta,N/A,145.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Cheese Pasta with Olives,N/A,155.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Cheese Masala Pasta,N/A,145.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Chicken Sausage White Sauce Pasta,N/A,310.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Chicken Sausage Red Sauce Pasta,N/A,310.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Margherita Pizza [8 inches],Only cheese pizza.,195.0,4.2
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Golden Corn Pizza [8 inches],Fresh grated cheese.,220.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Onion Pizza [8 inches],Fresh chopped onions and fresh grated cheese.,230.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Tomato Pizza [8 inches],N/A,225.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Chicken Cheese Burger,N/A,140.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Chicken Salami Burger,N/A,120.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Crispy Chicken Burger,N/A,150.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Mix Veg Wrap,N/A,140.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Masala Corn Wrap,N/A,140.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Paneer Tikka Wrap,N/A,180.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Pari Pari Paneer Wrap,N/A,180.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Chicken Wrap,N/A,160.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Plain Cheese Pizza,N/A,156.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Plain Pizza,N/A,260.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Corn Cheese Pizza,N/A,260.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Cheese Chilli Pizza,N/A,325.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Mushroom Capsicum Corn Pizza,N/A,299.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chef Special Pizza,N/A,325.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Pizza,N/A,338.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Onion Capsicum Pizza,N/A,338.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Peri Peri Pizza,N/A,403.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,White Sauce Pasta,N/A,155.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Veg Macaroni,N/A,125.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Veg Masala Macaroni,N/A,135.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,White Sauce Macaroni,N/A,145.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Cheese Macaroni,N/A,145.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Cheese Macaroni with Olives,N/A,155.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Veggie Delite Wrap,N/A,115.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Aloo Patty Wrap,N/A,125.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Veg Delight Pizza [8 inches],Fresh chopped vegetables and fresh grated cheese.,280.0,3.3
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Onion Corn Pizza [8 inches],N/A,290.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Capsicum Corn Pizza [8 inches],N/A,296.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Paneer Pizza [8 inches],Fresh grated cheese.,300.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Fresh Veggies Pizza,"Fresh chopped vegetables, fresh grated cheese, capsicum and onion.",285.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,INDI Tandoori Pizza,Fresh chopped vegetables and fresh grated cheese.,320.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Indi Tandoori Paneer Pizza,Fresh chopped vegetables and fresh grated cheese.,340.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Fungi Pizza [8 inches],Corn and tomatoes.,275.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Chicken Wrap With Egg,N/A,180.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Seekh Kebab Wrap,N/A,160.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Seekh Kebab Wrap With Egg,N/A,180.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Plain Maggi,N/A,50.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Veggie Maggi,N/A,60.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Masala Maggi,N/A,70.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Salami Chicken Pizza,N/A,390.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chef Special Chicken Pizza,N/A,442.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,White Sauce Pasta,N/A,195.0,4.3
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Red Sauce Pasta,N/A,195.0,4.5
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chef Special Pasta,N/A,260.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken White Sauce Pasta,N/A,260.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Corn + Veggies Wrap,N/A,125.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Hara Bhara Kebab Wrap,N/A,135.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Potato Bites Wrap,N/A,135.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Masala Macaroni Wrap,N/A,145.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Masala Paneer Wrap,N/A,155.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Masala Tofu Wrap,N/A,165.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Plain Maggi,N/A,55.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Plain Maggi with Corn,N/A,75.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Veggie Maggi,N/A,90.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,American Choice Pizza,"Tomatoes, capsicum, corn, paneer and onion.",346.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Chicken Sausage Pizza [8 inches],N/A,365.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Chicken Pepperoni Pizza [8 inches],N/A,380.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Olive Corn Pizza [8 inches],N/A,200.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Olive Pizza [8 inches],N/A,147.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Golden Crispy Corn Paneer Pizza [8 inches],N/A,310.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Simple Roti,The roti is a traditional flatbread from the Indian subcontinent.,12.0,4.1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Desi Ghee Roti,N/A,20.0,4.7
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Simple Parantha,N/A,27.0,4.3
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Tandoori Maggi,N/A,70.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Spicy Maggi,N/A,70.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Cheese Maggi,N/A,90.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Special Maggi,N/A,110.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Chicken Maggi,N/A,150.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,French Fries,N/A,130.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Masala Fries,N/A,140.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Red Sauce Pasta,N/A,260.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chef Special Chicken Pasta,N/A,299.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Plain Cheese Sandwich,N/A,143.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Mixed Veg Sandwich,N/A,195.0,4.6
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Corn Sandwich,N/A,195.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Mushroom Sandwich,N/A,234.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chilli Paneer Sandwich,N/A,273.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Aloo Patty Maggi,N/A,110.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Potato Bites Maggi,N/A,110.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Cheese Maggi with Olives,N/A,125.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Spicy Veg Maggi,N/A,110.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Maggi with Peri Peri Fries,N/A,125.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Masala Vada Pav [Combo of 3 pieces],N/A,145.0,4.5
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Gravy Vada Pav [Combo of 3 pcs],N/A,175.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Ajwain Parantha,N/A,30.0,4.9
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Namkeen Paratha,"Paratha are unleavened layered flatbreads made with whole wheat flour [atta], salt, water ...",48.0,4.6
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Spicy Masala Paratha,N/A,51.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Sweet Paratha,N/A,50.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Aloo Parantha,Fresh boiled potatoes.,50.0,4.1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Onion Parantha,N/A,58.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Onion aloo paratha,Fresh boiled aloo,55.0,4.4
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Paneer Parantha,Served with pickle.,74.0,4.7
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Peri Peri Fries,N/A,140.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Cheese Fries,N/A,170.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Chocolate Shake,N/A,120.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Cold Coffee,N/A,120.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Caramel Cold Coffee,"Cold Coffee prepared with milk , Caramel Flavor and ice cream. Small [315 ...",180.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chef Special Sandwich,N/A,299.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Omelette Sandwich,N/A,169.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Sandwich,N/A,234.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Peri Peri Sandwich,N/A,273.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Salami Chicken Sandwich,N/A,234.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chilli Chicken Sandwich,N/A,299.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chef Special Chicken Sandwich,N/A,299.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Masala Vada Pav [Combo of 5],N/A,235.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Gravy Vada Pav [Combo of 5],N/A,280.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Paneer Burger,N/A,90.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Paneer Burger with Cheese,N/A,90.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Aloo Tikki Cheese Burger,N/A,75.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,French Fries Burger,N/A,75.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Aloo Tikki Burger,N/A,70.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Desi Ghee Aloo Paratha,"Aloo paratha is one of the most popular breakfast foods in Northern India, ...",65.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Paneer Bhurji,N/A,177.0,4.4
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Butter,N/A,11.0,4.6
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Dahi,N/A,40.0,4.4
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Boondi Raita,N/A,50.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Mix Veg Raita,Fresh chopped vegetables.,60.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Sweet Lassi,N/A,90.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Irish Cold Coffee,"Cold Coffee prepared with milk , Irish Flavor and ice cream. Small [315 ...",180.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Irish Mocha Cold Coffee,N/A,180.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Mocha Cold Coffee,"Cold Coffee prepared with milk , Chocolate sauce and ice cream. Small [315 ...",180.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Hazelnut Mocha Cold Coffee,N/A,180.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Aloo Tikki Sub Sandwich,N/A,90.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Mixed Veg Sub Sandwich,N/A,110.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Paneer Tandoori Tikka Sub Sandwich,N/A,160.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chilli Paneer Sub Sandwich,N/A,160.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Veg Manchurian Sub Sandwich,N/A,140.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Hara Bhara Kabab Burger,N/A,70.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Cheese Stuffed Hara Bhara Kabab Burger,N/A,80.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,French Fries with cheese Burger,N/A,80.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Potato Bites Burger,N/A,80.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Namkeen Lassi,N/A,80.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Egg Bhurji [4Eggs],N/A,130.0,4.0
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Simple Omelette [2 Eggs],N/A,60.0,4.8
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Onion Omelette [2 Eggs],N/A,70.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Mix Vegetables Omelette [2 Eggs],Fresh chopped vegetables.,90.0,4.7
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Hot Tea,N/A,25.0,4.6
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Hot Milk,N/A,30.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Hazelnut Cold Coffee,"Cold Coffee prepared with milk , Hazelnut Flavor and ice cream. Small [315 ...",180.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Hazelnut Cappuccino,Rich shot of espresso topped up with Hazelnut flavour lies in wait under ...,240.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Vanilla Cappuccino,Rich shot of espresso topped up with Vanilla flavour lies in wait under ...,260.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Caramel Latte,N/A,240.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Vanilla Latte,N/A,280.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Irish Latte,N/A,280.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Omelette Sub Sandwich,N/A,100.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Boiled Chicken Sub Sandwich,N/A,150.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Tandoori Sub Sandwich,N/A,150.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Crispy Fried Chicken Sub Sandwich,N/A,130.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chilli Chicken Sub Sandwich,N/A,160.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Peri Peri Sub Sandwich,N/A,150.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,French Fries,N/A,143.0,4.4
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Potato Bites with Cheese Burger,N/A,85.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Vanilla Frappe,N/A,109.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Rose Frappe,N/A,109.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Banana Frappe,N/A,109.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Strawberry Frappe,N/A,129.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Hot Coffee,N/A,40.0,4.8
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Gur wali Chai,N/A,45.0,4.4
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Malabari Paratha [6 inches],N/A,28.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Haldi Milk,N/A,34.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Boiled Egg [4 Eggs] with Chilli Sauce,"A soft, tender boiled egg with a golden, crispy shell and a runny, ...",100.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Mixed Veg Rava Appam,Served with spicy chutney.,180.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Paneer Rava Appam,Served with spicy chutney.,220.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Cheesy Nachos,N/A,170.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Orange Zest Latte,"Zest Orange Combination With a Hot, Creamy Latte.",240.0,-1
Barista Coffee,"Phagwara Locality, Phagwara",7307070606,3.4,4.1,Vanilla Mist latte,Misti Ice-cold beverages with fresh-brewed coffee and vanilla. [Small (135 kcal) / Regular ...,265.0,-1
